numero_expediente,empresa,estado,municipio_o_delegacion,clinica_veterinaria,farmacia_veterinaria,hospital_veterinario
1185-12-18,Monica Rios Rojas y O Farmacia Veterinaria Huitzuco,Guerrero,Huitzuco de Los Figueroa,si,si,no
1186-14-18,Saul Camarena Cabrera,Jalisco,Guadalajara,si,si,si
1187-02-18,Salvador Jauregui Delgadillo y O Veterinaria Avelar,Baja California,Ensenada,no,si,no
1188-01-18,Fiona Shomara Sanchez Obregon,Aguascalientes,Aguascalientes,si,no,no
1189-28-18,Sergio Casillas Sandoval,Tamaulipas,Victoria,si,no,no
1190-28-18,Bi An S Bienestar Animal Servicios Ac,Tamaulipas,Reynosa,si,si,no
1191-30-18,Yareli Torres Uribe y O Centro Veterinario Xalapa,Veracruz,Xalapa,no,no,si
1192-30-18,Eduardo Antonio Gazol Patino y O CVx Petco,Veracruz,Xalapa,si,no,no
1193-20-18,Misael Lopez Lopez y O Servicio Veterinario Latinoamericano,Oaxaca,Oaxaca,si,no,no
1194-05-18,Valdes Davila Vicente Javier,Coahuila,Piedras Negras,si,no,no
1195-14-18,Animales Inn SA de CV,Jalisco,Zapopan,si,si,si
1196-05-18,Delfina Maria Rodriguez Gomez,Coahuila,Saltillo,si,no,no
1197-19-18,Eduardo Enrique Andrade Manjarez y O Centro Medico Veterinario,Nuevo Leon,San Nicolas de Los Garza,si,no,no
1198-09-18,Stephany Juarez Cano y O Servicios Integrales Para Mascotas,Ciudad de Mexico,Gustavo a Madero,si,no,no
1199-09-18,Edith Margarita Siguenza Medina,Quintana Roo,Benito Juarez,si,no,no
1200-01-18,Alicia Guadalupe Garcia Baltazar y O Vet Inn,Aguascalientes,Aguascalientes,si,si,si
1201-05-18,Carlos Sabas Sandoval Martin,Coahuila,Saltillo,si,no,no
1202-23-18,Antonio Rafael Pineiro Ortiz,Quintana Roo,Benito Juarez,si,no,no
1203-30-18,Luis Angel Merino Salazar,Veracruz,Isla,no,si,no
1204-23-18,Barron de Olarte SA de CV,Quintana Roo,Benito Juarez,si,no,no
1206-23-18,Maria del Socorro Valencia Padilla y O Veterinaria Xolotl,Quintana Roo,Benito Juarez,si,no,no
1207-23-18,Zeyda Zulema Chan Ceh,Quintana Roo,Benito Juarez,si,si,no
1208-18-18,Anthony Garcia Carrillo,Nayarit,Tepic,si,si,no
1209-15-18,Jose Luis Toledo Yanez y O Knito,Mexico,Nezahualcoyotl,si,si,si
1210-23-18,Marcela Ramirez Gomez y O Gaia Pet Care,Quintana Roo,Playa del Carmen,si,no,no
1211-15-18,Nelly Angelica Lara Urbina,Mexico,Tlalnepantla de Baz,si,no,no
1212-05-18,Camargo Anaya Leticia y O Veterinaria Guadalupe (Ser-Vet),Coahuila,Piedras Negras,si,no,no
1213-05-18,Luis Manuel Ortiz Trillo y O Clinica Veterinaria Madero,Coahuila,Frontera,si,no,no
1214-09-18,Hospital Veterinario de Alta Especialidad Chapultepec SA de CV,Mexico,Naucalpan,no,no,si
1215-23-18,Marilu D Amiano Aispuro,Quintana Roo,Benito Juarez,si,si,no
1216-23-18,Adrian Gomez Lopez y O Veterinaria Eli,Quintana Roo,Benito Juarez,si,no,no
1217-09-18,Salomon Garcia Ramos y O Aledsa,Ciudad de Mexico,Coyoacan,si,no,no
1218-09-18,Gabriela Luna Torres y O Consultorio Medico Veterinario Gasen,Ciudad de Mexico,Coyoacan,si,no,no
1219-09-18,Luz Elena Flores Corona y O Clini Calli Veterinaria,Ciudad de Mexico,Benito Juarez,si,no,no
1220-24-18,Fatima Ramirez Ramos,San Luis Potosi,San Luis Potosi,si,no,no
1221-14-18,Municipio de Guadalajara y O Centro de Control Animal del Ayuntamiento del Municipio de Guadalajara,Jalisco,Guadalajara,si,si,no
1222-02-18,Rafael Vazquez Ramirez y O Veterinaria Especializada y Granero,Baja California,Tijuana,si,si,no
1223-19-18,Raul Zambrano Flores,Nuevo Leon,Guadalupe,si,si,no
1224-14-18,Centro de Salud Equina Sc,Jalisco,Zapopan,si,no,si
1225-17-18,Stefano Corichi Cabrera,Morelos,Yautepec,si,no,no
1226-09-18,Nestor Granados Flores y O Centro Veterinario Granados,Ciudad de Mexico,Tlahuac,si,no,no
1227-14-18,Jose Maria Naranjo Salazar,Jalisco,Zapopan,si,no,no
1228-09-18,Israel Bautista Dimas,Ciudad de Mexico,Iztacalco,si,no,no
1229-09-18,Orihuela Soberanes Juan Carlos,Ciudad de Mexico,Azcapotzalco,si,si,no
1230-21-18,Maria Elena Manuela Gonzalez Mercado,Puebla,Puebla,si,no,no
1231-02-18,Ariana Elizabeth Montoya Porras,Baja California,Mexicali,si,no,no
1232-24-18,Forrajera el Sauce SA de CV,San Luis Potosi,San Luis Potosi,si,no,no
1234-09-18,Gaem Veterinarios SA de CV(Santa Fe Vet Center),Ciudad de Mexico,Cuajimalpa,si,no,no
1235-16-18,Hector Javier Gallardo Valencia,Michoacan,Morelia,si,no,no
1236-04-18,Erica Guadalupe Cruz Sabido y O Clinica Veterinaria Novelo,Campeche,Campeche,si,si,no
1237-16-18,Patricia Caro Alvarez,Michoacan,Uruapan,si,no,si
1238-09-18,Andres Gonzalez Davila,Ciudad de Mexico,Cuauhtemoc,si,no,no
1239-11-18,Aldo Francisco Juarez Flores y O Clinica Veterinaria Innis,Guanajuato,Dolores Hidalgo,si,no,no
1240-09-18,Ricardo Badillo Roa y O Hospital Veterinario de Alta Especialidad Los Leones,Ciudad de Mexico,Alvaro Obregon,no,no,si
1241-17-18,Luis Jaime Villalpando Maldonado y O Clinica Veterinaria Pradera,Morelos,Cuernavaca,si,no,si
1242-09-18,Solon Alfonso Zabre Santamaria,Mexico,Cuauhtemoc,si,no,no
1243-16-18,Arturo Morales Castro y O Clinica Veterinaria Black Mine,Michoacan,Morelia,si,no,no
1244-15-18,Liliana Gutierrez Perez y O Clinica Kinich Kakmo,Mexico,Cuautitlan Izcalli,si,no,no
1246-09-18,Jose Antonio Tirado Lopez y O Centro Medico Veterinario Plaza Vallejo,Ciudad de Mexico,Gustavo a Madero,si,si,no
1247-27-18,Maria Dolores Vela Suarez y O la Pecuaria,Tabasco,Tenosique,no,si,no
1248-16-18,Pineda Esparza Jose Trinidad y O Central Medica Veterinaria,Michoacan,Morelia,si,si,no
1249-15-18,Betsabe Torres Palomino,Mexico,Toluca,no,no,si
1250-09-18,Irais Soto Ramirez,Ciudad de Mexico,Venustiano Carranza,si,no,no
1251-06-18,Maria Teresa Zubillaga Loo y O Clinica Veterinaria Zubillaga,Colima,Colima,si,no,si
1252-09-18,Sofia Vargas Trujillo,Ciudad de Mexico,Benito Juarez,si,si,si
1253-24-18,Veterinaria y Forrajera la Palma SA de CV,San Luis Potosi,Matehuala,si,no,no
1254-09-18,Fundacion Antonio Haghenbeck y de la Lama Iap,Ciudad de Mexico,Cuauhtemoc,si,no,no
1255-17-18,Francisco Enrique Cabrera Ohrner,Morelos,Cuernavaca,si,si,si
1256-17-18,Rocio Erazo Garcia,Morelos,Jiutepec,si,si,no
1257-14-18,Yolanda Estrada Lara,Jalisco,Zapopan,si,no,no
1258-01-18,Jesus Humberto Estrada Calderon,Aguascalientes,Aguascalientes,si,no,no
1259-09-18,Mariela Barrios Acosta y O Clinica Veterinaria Can & Cat,Ciudad de Mexico,Iztacalco,si,si,si
1260-09-18,Tania Jazmin Trejo Cruz y O Clinica Veterinaria Kanis,Ciudad de Mexico,Tlalpan,si,no,no
1261-02-18,Alejandro Noe Rojas Zolozabal,Baja California,Tijuana,no,s,si
1265-09-18,Mary Carmen Ramirez Tapia y O Vet Care & Groomer Alpha,Ciudad de Mexico,Coyoacan,si,no,no
1266-09-18,Jose Armando Ramirez Portela,Ciudad de Mexico,Iztacalco,no,no,si
1267-09-18,U-Vet Red Veterinaria SA de CV(Zungu),Ciudad de Mexico,Cuauhtemoc,si,no,no
1268-02-18,Rosalva Elenes Felix,Baja California,Tijuana,si,s,no
1269-02-18,Zulma Lopez Fonseca,Baja California,Tijuana,si,s,no
1270-15-18,Adalberto Sanchez Mendoza,Jalisco,Zapopan,si,no,si
1271-23-18,Roberto Jimenez Carrillo,Quintana Roo,Benito Juarez,si,si,no
1272-30-18,Farisa Estrada Ricardez y O Clinica Veterinaria del Campo,Veracruz,Nimatitlan,si,si,no
1273-15-18,Esteban Bernal Quintana,Mexico,Chalco,si,si,no
1274-09-18,Tania Monserrat Valdes Chavez,Ciudad de Mexico,Benito Juarez,si,no,no
1275-05-18,Maria del Rosario de Leon Cabello y O Veterinaria Central,Coahuila,Saltillo,si,si,no
1276-24-18,Jose Maria Garay Gutierrez,San Luis Potosi,Soledad de Graciano,si,s,si
1277-23-18,Lizeth Anahi Espana Gutierrez y O Gucci-Kan,Quintana Roo,Benito Juarez,si,s,no
1278-14-18,Jorge Gutierrez Chichino,Jalisco,Zapopan,si,no,no
1279-09-18,Daniela Baltazar Sanchez,Ciudad de Mexico,Benito Juarez,si,no,no
1280-02-18,Yesenia Karina Fonseca Valdes,Baja California,Tijuana,si,s,no
1281-11-18,Juan Francisco Jasso Mendoza,Guanajuato,Celaya,si,no,no
1282-11-18,Cocos Cat Rescue Ac,Quintana Roo,Solidaridad,si,no,no
1283-02-18,Luis Alfonso Lopez Fonseca,Baja California,Tijuana,si,s,no
1284-08-18,Smartvet SA de CV,Chihuahua,Delicias,si,s,no
1286-11-18,Andrea Lopez Rodriguez,Guanajuato,Leon,si,no,si
1287-07-19,Jose Carlos Corona Robles y O Cuidando a Tu Mascota,Chiapas,Sin dato,si,si,no
1288-09-19,Universidad Nacional Autonoma de Mexico Hospital de Equinos de la Facultad de Estudios Superiores Cuautitlan,Mexico,Cuautitlan Izcalli,si,no,si
1289-09-19,Universidad Nacional Autonoma de Mexico Hospital de Pequenas Especies de la Facultad de Estudios Superiores Cuautitlan,Mexico,Cuautitlan Izcalli,si,no,si
1291-09-19,Hugo Adrian Zavala Yanez y O Hospital Veterinario de Especialidades,Ciudad de Mexico,Cuauhtemoc,si,no,si
1292-14-19,Acela Michel Lopez y O Animal Nature Clinica Veterinaria,Jalisco,Guadalajara,si,no,no
1294-20-19,Alberto Lopez Gonzalez y O Farmacia Veterinaria el Cachorro,Oaxaca,Santo Domingo Tehuantepec,no,si,no
1295-28-19,Rebeca Zeni Lopez y O Veterinaria Trevino,Tamaulipas,Reynosa,si,no,si
1296-06-19,Javier de la Pena Diaz,Colima,Manzanillo,si,si,si
1297-14-19,Hugo Armando Gutierrez Vidrio y O Farmacia Veterinaria Los Carnales,Jalisco,Sayula,no,si,no
1298-17-19,Armando Ayestaran Alarcon,Morelos,Cuautla,si,no,no
1299-23-19,Veterinaria Cuatro Patas,Quintana Roo,Solidaridad,si,no,no
1300-01-19,Jorge Antonio Perea Gayosso,Aguascalientes,Aguascalientes,si,no,no
1301-09-19,Elsa Vera Gomez y O Veterinaria Galavet,Ciudad de Mexico,Xochimilco,si,no,si
1302-09-19,Edna Angelica Gaytan Zamarripa,Ciudad de Mexico,Cuauhtemoc,si,no,no
1303-28-19,Pedro Lopez Valadez,Tamaulipas,Reynosa,si,si,si
1304-28-19,Gerardo Enrique Villegas Fajardo,Tamaulipas,Reynosa,si,si,si
1306-02-19,Servicios Agropurina de Tijuana SA de CV,Baja California,Tijuana,si,no,si
1308-28-19,Luis Daniel Garcia Munoz,Tamaulipas,Reynosa,si,si,si
1309-09-19,Leticia Velazquez Pastrana y O Clinican,Ciudad de Mexico,Coyoacan,si,no,no
1310-08-19,Diana Monica Castruita Garcia,Chihuahua,Chihuahua,si,si,si
1311-03-2019,Rogelio Icedo Aviles,Baja California,Tijuana,si,si,si
1312-28-19,Ilia Lizeth Cortez Rodriguez,Tamaulipas,Reynosa,si,no,no
1312-08-2019,Jesus Rodolfo Baylon Avila,Chihuahua,Chihuahua,si,si,no
1313-08-19,El Granjero del Norte SA de CV,Chihuahua,Chihuahua,no,si,no
1314-09-19,Beatriz del Carmen Anaya Castro y O Can-Pamento Hotel-Pension,Ciudad de Mexico,Magdalena Contreras,si,no,no
1315-16-19,Pedro del Sagrado Corazon Rodriguez Tarre,Michoacan,Zamora,si,no,no
1316-07-19,Distribuidora del Sector Agropecuario E Insumos J&A Surmex SA de CV,Chiapas,Tuxtla Gutierrez,no,si,no
1317-23-19,Ensenanza Para Desarrollo Social Pethood Ac,Quintana Roo,Solidaridad,si,no,si
1318-16-19,Adalberto Otero Balerio,Michoacan,Puruandiro,no,si,no
1319-14-19,Miguel Angel Cerda Preciado,Jalisco,Guadalajara,si,si,si
1320-01-19,Fernando Horacio Castillero Lopez,Aguascalientes,Aguascalientes,si,no,si
1321-28-2019,Jose Heberto Cruz Matus,Tamaulipas,Reynosa,si,si,si
1322-04-19,Irma Palacios Perez,Campeche,Cd del Carmen,si,si,no
1322-08-19,Maria Araceli Rivera Aguirre,Chihuahua,Delicias,si,si,si
1323-28-19,Silvia Adela Anzaldua Juarez,Tamaulipas,Reynosa,si,si,si
1324-06-19,Santiago Pena Garcia,Colima,Colima,no,si,no
1325-28-19,Melania Ivett Ortiz Ortega,Tamaulipas,Reynosa,si,si,no
1326-15-19,Arlett Rosas Quintero,Mexico,Nezahualcoyotl,no,si,no
1327-23-19,Mishi Woof,Quintana Roo,Benito Juarez,no,si,no
1328-15-19,David Altaled Shueke,Mexico,Huixquilucan,si,no,no
1329-28-19,Sergio Aguilar Rodriguez,Tamaulipas,Reynosa,si,no,no
1330-14-19,Andrea Lizeth Garcia Barragan,Jalisco,Tlaquepaque,si,si,si
1331-22-19,Juan Carlos Sanchez Marcelo,Queretaro,Queretaro,si,no,si
1332-14-19,Hector Ladron de Guevara Berra,Jalisco,Chapala,si,no,no
1333-26-19,Uvm Formacion Sc,Sonora,Hermosillo,si,no,no
1334-29-19,Jose Gilberto Aguilar Mendez,Tamaulipas,Reynosa,si,no,no
1335-16-19,Hugo Alberto Valiente Perez,Michoacan,Morelia,x,si,Sin dato
1337-28-19,Hector Ruiz Cancino,Tamaulipas,Victoria,si,si,no
1338-16-19,Hugo Alberto Valiente Perez,Michoacan,Morelia,si,si,no
1339-16-19,Veterinaria Nava Castillo,Michoacan,Zamora,si,si,si
1340-06-19,Hugo Fernando Avalos Gutierrez,Colima,Villa de Alvarez,si,si,si
1341-09-19,Salvador Ramos Leon,Ciudad de Mexico,Benito Juarez,si,no,no
1342-28-19,Salome Garza Ibarra,Tamaulipas,Gustavo Diaz Ordaz,si,si,no
1343-02-19,Paloma Garcia Vargas,Baja California,Tijuana,si,si,no
1344-02-19,Melecio Axayacatl Hernandez Tapia,Baja California,Tijuana,si,si,no
1345-28-19,Juana Mirca Suarez Alvarez,Tamaulipas,Reynosa,si,si,no
1346-19-19,Rodrigo Armando Reinoso Echavarria,Nuevo Leon,Monterrey,si,no,no
1347-02-19,Melecio Hernandez Sanchez,Baja California,Tijuana,si,si,no
1348-14-19,Antonio Ladron de Guevara Toquero,Jalisco,Guadalajara,si,si,no
1349-09-19,Carolina Hidalgo Contreras Clinica Veterinaria Pet Point,Ciudad de Mexico,Cuauhtemoc,si,si,no
1350-30-19,Mariemma Guadalupe Escorcia Quintana,Veracruz,Tuxpan,si,si,no
1351-28-19,Arnoldo Noriega Cortez,Tamaulipas,Reynosa,si,si,no
1352-09-19,Luis Alberto Chavez Palma,Ciudad de Mexico,Tlahuac,si,si,no
1353-28-19,Elizabeth Zamudio Morales,Tamaulipas,Nuevo Laredo,si,no,no
1354-09-19,Cristina Karla Sanchez Peralta,Ciudad de Mexico,Magdalena Contreras,si,no,no
1355-09-19,Martha Soto Briones,Ciudad de Mexico,Iztacalco,si,si,no
1356-15-19,Tamara Libertad Garcia Baca,Mexico,Zumpango,si,si,no
1357-15-19,Lourdes Pastrana Escalona,Mexico,Estado de Mexico,si,si,no
1358-05-19,Alfonso Heliodoro Serrano Faccusehclinica Veterinaria Miss Maskotas,Coahuila,Torreon,si,si,no
1359-28-19,Berenice Jaime Rodriguez,Tamaulipas,Reynosa,si,si,no
1360-11-19,Jose Julian Cambron Alvarez,Guanajuato,Acambaro,si,si,no
1362-09-19,Juan Jesus Tadeo Trejo,Ciudad de Mexico,Ciudad de Mexico,si,no,no
1364-28-19,Olivia Guadalupe Garcia Serrano,Tamaulipas,Victoria,si,si,no
1365-28-19,Lucia Guadalupe Diez Canseco Quintana,Tamaulipas,Reynosa,si,si,si
1366-02-19,Lorenzo Leal Castro,Baja California,Tijuana,si,si,no
1367-28-19,Ramses Humberto Gonzalez Garcia,Tamaulipas,Tamaulipas,si,si,no
1368-05-19,Sociedad Cooperativa Agropecuaria de la Comarca Lagunera Scl,Durango,Gomez Palacio,si,si,no
1369-02-19,Luis Rey Mendez Rivas,Baja California,Tijuana,si,si,no
1370-23-19,Rosa Erika Altbach Sanchez,Quintana Roo,Benito Juarez,si,no,no
1371-28-19,Eladio Islas Aldana,Tamaulipas,Reynosa,si,si,no
1372-04-19,Clinica Veterinaria Club Mascota,Campeche,Campeche,si,si,no
1374-02-19,Reynaldo Mendez Rivas,Baja California,Tijuana,si,si,no
1375-11-19,Francisco Garcia Rodriguez,Guanajuato,Sin dato,si,si,no
1377-23-19,Sarai Diaz Mendez Home Pets,Quintana Roo,Sin dato,si,si,si
1378-23-19,Sonia Yolotzin Valladares,Quintana Roo,Solidaridad,si,si,si
1379-02-19,Eunice Velazquez Gonzalez,Baja California,Tijuana,no,si,si
1380-08-19,Veronica Marin Valderrama,Chihuahua,Chihuahua,si,si,no
1381-16-19,Daniel Acevedo Rangel,Michoacan,Sin dato,si,si,no
1382-15-19,Pet You Lab SA de CV,Mexico,Huixquilucan,si,si,si
1383-23-19,Ricardo Rodriguez Trejo,Quintana Roo,Solidaridad,no,si,si
1384-26-19,Varlu Distribuidora Veterinaria SA de CV,Sonora,Sin dato,si,si,no
1385-02-19,Vets Moon Clinica y Hospital Veterinario S de Rl de CV,Baja California,Baja California,si,si,si
1386-26-19,Edgar Rodriguez Valpuesta,Michoacan,Morelia,si,no,no
1387-02-19,Granero y Veterinaria el Grano de Oro SA de CV,Baja California,Sin dato,si,si,no
1388-26-19,Figval Veterinaria SA de CV,Sonora,Hermosillo,s+ak1660:ay1660i,si,si
1389-09-19,Perez Villanueva Medicos Veterinarios Sc,Ciudad de Mexico,Miguel Hidalgo,no,no,si
1390-16-19,Marcelino Pulido Valencia,Michoacan,Tinguindin,no,si,no
1391-15-19,Hector Sanchez Leon y O Clinica Veterinaria Medvetzoo,Mexico,Toluca,si,no,no
1392-16-19,Marilu Ledesma Mendez y O Chester Clinica Veterinaria,Michoacan,Uruapan,si,no,no
1393-15-19,Pedro Torrejon Herrera y O Clinica Veterinaria el Arca de Pet,Mexico,Nezahualcoyotl,si,no,no
1394-15-19,Eberth Guadarrama Casas y O Clinica Veterinaria Canivet,Mexico,Metepec,si,no,no
1395-10-19,Alimentos y Salud Animal Asm SA de CV,Durango,Victoria de Gurango,si,no,no
1397-14-19,Cynthia Carranza Ponce,Jalisco,Tlaquepaque,si,si,no
1398-14-19,Clinica Veterinaria Ladron de Guevara Orendain Sc,Jalisco,Jalisco,si,si,no
1399-27-19,Carlos Guillen Mendez Veterinaria Snoopy,Tabasco,Tabasco,si,no,no
1400-15-19,Maxs Moreno Monteagudo,Mexico,Estado de Mexico,si,no,no
1401-08-19,Luis Calos Carrasco Almeida,Chihuahua,Chihuahua,si,si,si
1404-15-19,Animedical S de Rl de CV,Mexico,Estado de Mexico,si,no,si
1405-06-19,Israel Aaron Bautista Rosas,Ciudad de Mexico,Coyoacan,si,no,no
1406-17-19,Nancy Mayeli Reyes Brito y O Huesos y Croquetas Pet Food,Morelos,Cuernavaca,si,si,no
1407-17-19,Hospital Veterinario Cuernavaca SA de CV,Morelos,Cuernavaca,no,no,si
1408-19-19,Inversiones Lomonts S de Rl de CV,Nuevo Leon,Monterrey,no,si,si
1409-06-19,Centro Veterinario Van Grimbergen Chavez S de Rl de CV,Colima,Manzanillo,si,si,si
1410-31-19,Jessica Aylin Carrillo Sosa,Yucatan,Merida,si,si,si
1412-02-19,Maria del Carmen Ordonez Garcia,Baja California,Tijuana,si,no,no
1413-09-19,Demian Omar Otegui Mejia y O Veterinaria Brazzaville,Ciudad de Mexico,Iztacalco,si,no,no
1414-26-19,Jose Ariel Felix Ortiz,Sonora,Nogales,si,no,si
1415-13-19,Noe Barragan Pelcastre,Hidalgo,Benito Juarez,si,no,si
1416-15-19,Salutis Veterinarius SA de CV,Mexico,Toluca,si,no,si
1417-14-19,Clinica Veterinaria Itzkuintli SA de CV,Jalisco,Jalisco,si,no,no
1418-31-19,Mariana Ines Gongora Manzanero,Yucatan,Yucatan,si,no,no
1420-27-19,Jennifer Monserrat Macosay Marin Agroveterinaria Me Canso Ganso,Tabasco,Tenosique,si,si,no
1421-09-19,Hospital Veterinario Bizkaia SA de CV,Ciudad de Mexico,Cuauhtemoc,si,no,no
1422-01-19,Maria Pia Hernandez Castillo,Aguascalientes,Solidaridad,si,si,no
1423-02-19,Edmundo Alfaro Rodriguez,Baja California,Tijuana,si,si,no
1424-07-19,Scheena Heberth Vazquez Contreras,Chihuahua,Cuauhtemoc,si,si,si
1425-23-19,Rosa Ivet Ortiz Garcia,Quintana Roo,Puerto Morelos,si,si,si
1426-15-19,Abigail Margarita Briz Sanchez,Mexico,Tecamac,si,no,no
1427-05-19,El Palacio de Las Mascotas SA de CV,Coahuila,Coahuila,no,si,si
1428-04-19,Roberto Mac Gregor Ocampo Veterinaria Mac Gregor,Campeche,Campeche,si,no,si
1429-09-19,Rosa Leticia Segura Medina,Ciudad de Mexico,Xochimilco,si,no,no
1430-09-19,Mario Eduardo Lopez Hernandez,Ciudad de Mexico,Tlalpan,si,si,no
1431-09-19,Pet Experience Sapi de CV,Ciudad de Mexico,Miguel Hidalgo,si,no,si
1432-09-19,Leticia Lopez Velazquez y O Centro Veterinario del Sur,Ciudad de Mexico,Coyoacan,si,si,no
1433-09-19,Laura Villa Mayoral,Ciudad de Mexico,Coyoacan,si,no,si
1434-09-19,Tania Alejandra Santana Lopez,Ciudad de Mexico,Gustavo a Madero,si,no,no
1435-21-19,Oscar Roberto Molina Castro,Puebla,Puebla,si,no,no
1437-02-19,Jose Roberto Valdez Armenta Bobbie And Robin,Baja California,Baja California,si,no,no
1438-14-19,Alberto Eler Magana Medina,Jalisco,Tlaquepaque,si,si,no
1440-23-19,Fernando Antonio Gomez Mendez,Quintana Roo,Quintana Roo,Sin dato,Sin dato,si
1441-06-19,Universidad de Colima,Colima,Colima,si,no,si
1442-09-19,Hospital de Especialidades Veterinarias Parques Insurgentes Sc,Ciudad de Mexico,Gustavo a Madero,si,si,no
1444-28-19,Miguel Angel Hinojosa de la Cruz,Tamaulipas,Tamaulipas,no,si,no
1445-23-19,Carlos Geney Monforte Monforte,Quintana Roo,Benito Juarez,si,si,si
1446-28-19,Julio Cesar Avila Acosta,Tamaulipas,Tamaulipas,si,no,no
1448-31-19,Sandra Liszet Chel Dzul,Yucatan,Yucatan,si,no,no
1449-09-19,Karla Erika Pineda Palomares y O Servicio Medico Veterinario,Ciudad de Mexico,Coyoacan,si,no,no
1450-23-19,Leticia Silva Islas,Quintana Roo,Benito Juarez,si,si,si
1451-09-19,Karla Rocio Carrillo Luna y O Consultorio Veterinario Pet Vet & Care,Ciudad de Mexico,Benito Juarez,si,no,no
1452-13-19,Giselle Lopez Mazon,Hidalgo,Benito Juarez,si,no,no
1453-09-19,Jesus Concepcion Cano Aguilar y O Farmacia Zemivet,Ciudad de Mexico,Coyoacan,no,si,no
1454-11-19,Vannesa Calderon Patino,Guanajuato,Acambaro,si,no,no
1455-16-19,Miryam Edit Avila Torres,Michoacan,Morelia,no,si,no
1457-11-19,Laureano Aguilera Serrano y O Clinica Veterinaria Bioterra,Guanajuato,Acambaro,si,no,no
1458-16-19,Janneth Ramirez Carrilo y O Clinica Veterinaria Solidaridad,Michoacan,Michoacan,si,no,no
1459-09-19,Martha Susana Flores Perez,Ciudad de Mexico,Benito Juarez,si,si,no
1460-09-19,Alejandro Palacios Cardiel,Ciudad de Mexico,Azcapotzalco,si,si,no
1461-16-19,Susana Ramirez Guerrero y O Veterinaria Animaniac,Michoacan,Morelia,si,no,no
1462-07-19,Blanca Lidia Mendez Salcedo y O Veterinaria Fernandez,Chiapas,Villaflores,si,no,no
1463-09-19,Hector Javier Villegas Gonzalez y O Vet Station Total Care,Ciudad de Mexico,Cuauhtemoc,si,no,no
1464-28-19,Felipe Nehri Medrano Castillo,Tamaulipas,Reynosa,si,no,no
1465-23-19,Blanca Sonia Hidalgo Sanan y O Clinica y Estetica Veterinaria el Amigo de Tu Mascota,Quintana Roo,Othon P Blanco,si,no,no
1467-16-19,Cecilia Fragoso Samaniego,Michoacan,Morelia,si,no,no
1468-16-19,Edgar Alejandro Duran Mota y O Duran Vets Hospital Veterinario,Michoacan,Morelia,si,no,no
1469-26-19,Maricruz Borboa Lerma,Sonora,Sonora,si,no,no
1470-02-19,Karla Guadalupe Barran Hernandez,Baja California,Tijuana,si,no,no
1472-28-20,Eugenia Catalina Barron Villarreal,Tamaulipas,Tampico,si,no,no
1473-16-20,Luis Ascander Saucedo Gonzalez y O Robin Haus Todo Para Mascotas,Michoacan,Morelia,si,no,no
1474-09-20,Jose Francisco Young Medina y O Vet To Go,Ciudad de Mexico,Coyoacan,si,no,no
1475-23-20,Jose Roberto Hernandez Campos y O Veterinaria Santa Fe,Quintana Roo,Benito Juarez,si,no,no
1476-28-20,Javier de Jesus Mora Garcia y O Veterinaria San Jose,Tamaulipas,Nuevo Laredo,si,no,no
1477-28-20,Rosa Esther Herrera Garcia y O Veterinaria Mi Granjita,Tamaulipas,Nuevo Laredo,si,no,no
1478-02-20,Jimena Pallares Nunez y O The Dogfather,Baja California,Tijuana,si,no,no
1479-21-20,Eduardo Haghenbeck Correa y O Hospital Veterinario el Arca de Noe,Puebla,Tehuacan,no,no,si
1480-28-20,Forrajera y Veterinaria 7 Leguas de Seguy SA de CV,Tamaulipas,Matamoros,si,no,si
1481-02-20,Gustavo Aparicio Munoz,Baja California,Tijuana,si,no,no
1482-11-20,Dario Jose Ramirez Enriquez,Guanajuato,Guanajuato,si,no,no
1483-15-20,Lucero Manzanares Hernandez y O Clinica Veterinaria Jireh,Mexico,San Mateo Atenco,si,no,no
1484-27-20,Edgar Arguellez Perez,Tabasco,Centro,si,no,no
1485-09-20,Ruben Aguilar Molina y O Reino Animal,Mexico,Atizapan de Zaragoza,no,no,si
1487-09-20,Hospital Veterinario Camcor Sc,Ciudad de Mexico,Alvaro Obregon,no,no,si
1488-05-20,Cesar Alejandro Sumano Rodriguez,Coahuila,Coahuila,no,si,no
1489-09-20,Viviana Perez Fernandez y O Vet My Pet,Ciudad de Mexico,Ciudad de Mexico,si,no,no
1490-16-20,Arturo Huerta Rangel y O Veterinaria Vasco,Michoacan,Michoacan,si,no,no
1491-15-20,Erik Sandoval Mejia y O Vet Shak,Mexico,Cuautitlan Izcalli,si,no,no
1492-28-20,Jose Elias Charur Lozano,Tamaulipas,Tamaulipas,si,no,no
1493-28-20,Martha Elizabeth Pena Rodriguez,Tamaulipas,Tamaulipas,si,no,no
1494-13-20,Marisol Shelyn Marquez Sanchez,Hidalgo,Benito Juarez,si,no,no
1495-15-20,Salvador Eduardo Acevedo Monroy y O Servicio Veterinario Koala,Mexico,Acolman,si,no,no
1496-09-20,Alberto Obregon Gonzalez O Veterinaria la Changa,Ciudad de Mexico,Benito Juarez,si,no,no
1497-22-20,Karla Selene Cordero Ballesteros,Queretaro,Queretaro,si,no,no
1498-09-20,Iris Noemi Davila Jimenez y O Mi Ka'An,Ciudad de Mexico,Miguel Hidalgo,si,no,no
1499-21-20,Andrea Mota Vargas y O Clinica Perronalidad,Puebla,Puebla,si,no,no
